STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,POLLUTANT,Pollutant,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,SVK,Slovak Republic,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2021,,6.246743,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,SVK,Slovak Republic,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,5.491133,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,10.53333,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,10.34679,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,10.26434,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,10.27858,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,10.14476,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,9.302814,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2021,,9.515265,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BEL,Belgium,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,8.86263,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KAZ,Kazakhstan,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2014,,20.55737,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KAZ,Kazakhstan,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,20.61556,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KAZ,Kazakhstan,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,20.23575,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KAZ,Kazakhstan,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,21.39598,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KAZ,Kazakhstan,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,21.82019,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KAZ,Kazakhstan,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,19.57196,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,KAZ,Kazakhstan,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,18.02486,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2014,,2.357519,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,2.40098,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,2.329885,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,2.247837,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,2.338707,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,2.242804,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,MCO,Monaco,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,1.887492,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,9.084896,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,9.200101,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,9.557977,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,9.580068,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,9.4771,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,9.076152,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2021,,9.838331,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,POL,Poland,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,9.11681,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,OECD,OECD,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2014,,11.03451,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,OECD,OECD,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,10.96518,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,OECD,OECD,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,10.66938,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,OECD,OECD,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,10.73978,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,OECD,OECD,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,10.71387,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,OECD,OECD,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,10.39851,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,OECD,OECD,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,9.492193,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BRA,Brazil,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2014,,5.860777,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,BRA,Brazil,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,6.265173,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CZE,Czechia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,11.59101,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CZE,Czechia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,11.79578,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CZE,Czechia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,11.99579,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CZE,Czechia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,12.27951,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CZE,Czechia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,12.28611,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CZE,Czechia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,11.56436,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CZE,Czechia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2021,,12.00029,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,CZE,Czechia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,11.25198,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,17.4575,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,16.473,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,16.56964,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,16.97761,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,16.72166,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,13.62512,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2021,,13.71416,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,LUX,Luxembourg,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,11.55111,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,18.911,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,17.83844,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,17.8014,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,18.3262,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,18.01198,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,15.83597,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2021,,16.82371,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,USA,United States,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2022,,16.46926,,E,Estimated value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2015,,14.30984,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2016,,16.2942,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2017,,17.10156,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2018,,17.71668,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2019,,13.40549,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2020,,9.467077,,A,Normal value,3,Thousands,,,,,2,Two,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),Air emissions - Greenhouse gas emissions Inventories,I,EST,Estonia,A,Annual,GHG,Greenhouse gases,T_LULU,"Total emissions including land use, land-use change and forestry",KG_CO2E_PS,Kilogrammes of CO2-equivalent per person,2021,,10.061,,A,Normal value,3,Thousands,,,,,2,Two,,
